date,content,hours,minutes,memo,tag
2025-04-25,Javaコース 中級 プラグイン開発編 Day19（ゲームを作りながら学ぶ Java実践⑧ 「敵の種類で点数を変える」）,0,45,"今まで敵別の点数をMap<EntityType, Integer>でやっていたけど、確かにswitch-caseで十分だったなと。
ゲーム難易度をEasy, Normal, Hardと設定したとして、それぞれ異なる種類の敵に異なる点数を持たせる、とかだったらMap<String, Map<EntityType, Integer>>で値を取得してスッキリ書けそうだけどぱっと見て条件分岐していることがわかりやすいからif文switch-case文のほうが良いのだろうか🤔
Mapだと格納→取得の処理をすることになるから、すぐに取り出すならわざわざ入れるまでもない、ってこともあるのかも。他でも参照するならありなのかな。","#Java, #Minecraftプラグイン開発"
2025-04-25,オリジナルプラグイン開発（図鑑GUIを実装）,6,0,遷移後のGUI配置がなんとか煮詰まってきたので、メニュー別の細かい処理を書ければ数日後には一旦通しで動かせるかも。それぞれの処理の実行確認後にリファクタリングしてはいるけど、ごちゃごちゃしてる気がするので、通しで動かせたら一から見直したい。,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-24,Javaコース 中級 プラグイン開発編 Day18（ゲームを作りながら学ぶ Java実践⑦ 「スコアの表示」）,1,0,"《工夫したところ》
＊「GAME OVER」に変更、GOLD&BOLDにしてゲームっぽさを増やした","#Java, #Minecraftプラグイン開発"
2025-04-24,オリジナルプラグイン開発（図鑑GUIを実装）,6,30,メニューアイコンはスポーンエッグで統一に決定。クリックイベントでGUI→GUIの遷移も土台は実装できた。クリックイベントのスロットごとの条件分岐をなるべくスッキリ書きたいので工夫しなくては🤔,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-23,Javaコース 中級 プラグイン開発編 Day17（ゲームを作りながら学ぶ Java実践⑥ 「時間制限」）,0,45,"《メモ》
＊Bukkit.getScheduler().runTaskTimer()で時間設定","#Java, #Minecraftプラグイン開発"
2025-04-23,オリジナルプラグイン開発（図鑑GUIを実装）,5,30,"前回エラーが出ていたところは、想定していた原因が当たりだったので無事解決！ その後もたまに躓きながらもなんとかそれっぽいGUIになってきた。メニューアイコン代わりのマテリアルと操作不能スロットのマテリアルを何にするか考え中🤔💭
ここが固まってきたら、次はクリックイベントでGUI→GUIの遷移処理！ 見直したいところもあるかまだまだだけど、やっと機能要件の終わりが遠くのほうに見えてきた気がする…！","#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-22,Javaコース 中級 プラグイン開発編 Day16（ゲームを作りながら学ぶ Java実践⑤ 「マルチプレイ対応」）,1,0,"《工夫したところ》
＊Lombokの追加コードを最新バージョンの1.18.38に変更して追加","#Java, #Minecraftプラグイン開発"
2025-04-22,オリジナルプラグイン開発（図鑑GUIを実装）,5,45,"イメージしていたGUIが標準GUIでは実装できないものだと判明😱（下調べの際、リソースパック+カスタムGUIの記事を拾ってしまっていた模様）
標準GUIの範囲内でそれっぽく見せられるように工夫する必要があるので一連の流れを実装してから配置は再考したい🤔
個人開発だからなんとかなるけど、やったことがないことから着手、の重要性を実感した！
createInventry→openInventory()はできたけど、setItem()のところでエラー。明日じっくり確認する！

《メモ》
＊List.subList(int fromIndex, int toIndex)で指定範囲内（<toIndex）の値でListを作成できる。","#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-21,Javaコース 中級 プラグイン開発編 Day15（ゲームを作りながら学ぶ Java実践④ 「点数計算と合計表示」）,1,30,"《工夫したところ》
＊講義どおりに実装後、エンティティ別の点数にも挑戦した
→Mapでいけるのでは？と思い、Map<EntityType, Integer>で組み合わせを作っておいて、getEntityType()で取得した情報をキーにgetしたらできた（はず）！　正解かはわからないけど、まずはちゃんと動いて嬉しい😊","#Java, #Minecraftプラグイン開発"
2025-04-21,オリジナルプラグイン開発（リファクタリング、YAMLファイルの読み込み&書き出し）,3,15,"チャット入力で取得する部分の処理を実装できたけど、実際にプレイしてみたら、チャット入力中に敵に襲われる危険性もあるなと気付いて、マイクラの英語↔︎日本語の入力切替の手間も相まって、ユーザビリティの観点でイマイチだなと。
受動的（即チャットで入力させられる）より能動的（好きなタイミングで落ち着いて入力できる）ほうが良い気がしたので、プレイヤーにとって入力までのステップは少し増えるけどコマンド入力に変更する方向で進めようと思う！","#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-20,オリジナルプラグイン開発（リファクタリング、YAMLファイルの読み込み&書き出し）,5,0,"曖昧だったnewで初期化する処理や、宣言時のprivate finalのfinalの意味がやっと腑に落ちた気がする！

＊中身の値を扱いたいとき→中身をもらったり追加したりするので空の器を用意しておく必要がある
＊そのまままるごと渡されるとき→器ごともらうから用意する必要ない

昨日書いたYAMLから中身取り出してMapに格納→メモリ上のMapをYAMLに書き込んで保存、書きながら単発で動かしたときにはちゃんと動いていると思ってたけど、通しで動かしたらちょこちょこアラがあって一連の処理を思い通りに実行するまでに時間がかかった💦
でもちゃんと一歩一歩前には進めてる！","#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-19,Javaコース 中級 プラグイン開発編 Day14（ゲームを作りながら学ぶ Java実践③ 「ゲームスタート時の装備変更」）,0,45,,"#Java, #Minecraftプラグイン開発"
2025-04-19,オリジナルプラグイン開発（リファクタリング、YAMLファイルの読み込み&書き出し）,7,0,"やっとYAMLから中身取り出してMapに格納→メモリ上のMapをYAMLに書き込んで保存、のコードを書けた。まだ動作確認できていない部分もあるから、明日改めて処理の流れ確認してから動作確認してリファクタリングしたい！　次はチャットから取得する処理かGUI設計か🤔

《メモ》
＊LinkedHashMap<>：順番を保持できるマップ。YAMLへの書き出しなど順番が意味を持つデータに使える。","#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-18,Javaコース 中級 プラグイン開発編 Day13（ゲームを作りながら学ぶ Java実践② 「特定エリア内でランダムにエンティティを出現させる」）,1,15,"《要点&メモ》
💡乱数生成はSplittableRandomかSecureRandomを使う！
💡コーディング→実行→リファクタリング→実行…と繰り返す！
＊リファクタリング（メソッド抽出、変数のインライン化など）をすると可読性が上がり、デバッグや機能追加、変更がしやすくなる

Randomは実はランダムじゃないからSecureRandomを使うほうが良いというのは前に調べて知っていたけど、SplittableRandomは知らなかった！ 暗号化とかじゃなければSplittableRandomで良さそう。","#Java, #Minecraftプラグイン開発"
2025-04-18,オリジナルプラグイン開発（リファクタリング、YAMLファイルの読み込み&作成）,6,15,リファクタリングした。抽出すべきところ、インライン化すべきところの判断が難しい。YAMLファイルはジョイン時にファイルを確認してなければ作成&あれば読み込むところまではできた！ 中身を扱う処理も地道にやる！,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-17,Javaコース 中級 プラグイン開発編 Day12（ゲームを作りながら学ぶ Java実践① 「コマンドの実行でプレイヤーのステータスを変更する」）,1,0,"《要点》
💡原則やったことがない/実現可能性が不明など、リスクが高いものから着手する！
→納期を守るために不確定なものは早めに解消する必要がある（実現不可能or納期難しそうなどの場合、初期段階であれば調整の余地あるかも）
💡一気にやらずに、都度動作確認をしながら丁寧に着実に進める！

着手する順番については完全に盲点だった！　オリジナルプラグイン開発、モチベ維持&なるべく立ち止まらないようにわかりそうなところから進めていたけど、個人開発とはいえ時間は有限なので、難しそうなところに早めにアタックしようと思う！（実現可能であろうことは確認済）","#Java, #Minecraftプラグイン開発"
2025-04-17,オリジナルプラグイン開発（機能設計の見直し、コーディング、ドキュメント確認）,5,15,YAML形式かつconfig.ymlじゃないファイルを扱う予定のため、その方法を調べた。日本語でヒットしたサイトを見てもいまいち噛み砕けなかったけど、英語でヒットしたspigotの公式ドキュメントを読んだら理解できた気がしたのでやってみる！,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-16,Javaコース 転職サポート編 Day4（職務経歴書・履歴書テンプレート）,0,5,,#就職活動
2025-04-16,Javaコース 転職サポート編 Day5（職務経歴書の目的を理解しよう）,0,20,,#就職活動
2025-04-16,Javaコース 転職サポート編 Day6（フォーマットについて）,0,20,,#就職活動
2025-04-16,Javaコース 転職サポート編 Day7（職務経歴サマリーの書き方）,0,30,,#就職活動
2025-04-16,Javaコース 転職サポート編 Day8（個人開発の書き方）,0,30,,#就職活動
2025-04-16,Javaコース 中級 プラグイン開発編 Day11（ゲームを作る前に必要な「設計」）,0,45,"《メモ》
＊機能要件：必要不可欠なもの
＊非機能要件：あったら嬉しいもの

一旦全部書き出してから機能要件、非機能要件に振り分ける（非機能要件はさらに優先度つける）ほうが良いのかも？","#Java, #Minecraftプラグイン開発"
2025-04-16,オリジナルプラグイン開発（コーディング着手）,2,30,要件定義も見直して、少し調整した。機能設計部分をさらっとしかできていなかったので、ちゃんと自分でコードに落とし込めるように、もう一度しっかり考えたい。メソッドまで書く必要はないとのことだったけど、初めのうちは使えそうなメソッドも含めて書いても良さそう？,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-15,Javaコース 中級 プラグイン開発編 Day9（エンティティ解説と実践）,0,30,"《工夫したところ&メモ》
＊Mapの復習も兼ねてランダムでエンティティを出現させてみた
＊world.spawn()の第二引数はEntity.classのため、Map<Integer, Class<? extends Entity>と継承クラスまで指定する必要有","#Java, #Minecraftプラグイン開発"
2025-04-15,Javaコース 中級 プラグイン開発編 Day10（ブロック解説と実践）,0,30,"《工夫したところ&メモ》
中級Day10課題：
＊Day9と同様にランダムでブロックを出現させてみた
＊Material.DIAMONDを出現させようとして失敗（エラーは出なかったけど出現せず）。world.getBlockAt()を使っていたのでMaterial.DIAMOND_BLOCKが正解。
→Material.DIAMONDを出現させるならworld.dropItemNaturally()を使う（BlockBreakEventと組み合わせてマリオ的なことできそう）","#Java, #Minecraftプラグイン開発"
2025-04-15,オリジナルプラグイン開発（モック作成検討）,1,0,,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-15,オリジナルプラグイン開発（タスクの細分化&管理表作成）,4,15,,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-14,Javaコース 中級 プラグイン開発編 Day8（フレームワークの使い方、考え方）,1,0,"SpringBootでHelloWorldと表示、ひとまずQuickstart Guideの手順でZipをDLしてコードもコピペで実行してみたら表示できたから一応成功なのかな？
見たとおりにやっただけでいまいちピンときていないので、今度プロジェクトを作成するところから挑戦してみたい（スキップ可な課題のため優先度低め）","#Java, #SpringBoot"
2025-04-14,オリジナルプラグイン開発（アイディアの書き出し）,4,30,書き出したアイディアを基に要件定義、画面設計、内部設計のメモをまとめた。,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-13,Javaコース 中級 プラグイン開発編 Day6（デバッグの実践）,0,30,"《メモ》
＊実行＞デバッグ＞構成の編集＞新規構成の追加＞リモートJVMデバッグ",#Java
2025-04-13,Javaコース 中級 プラグイン開発編 Day7（ドキュメントの読み方(Javadoc)）,0,15,,#Java
2025-04-13,オリジナルプラグイン開発（アイディアの書き出し）,1,15,,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-12,Javaコース 中級 プラグイン開発編 Day2（基本的なコマンドの作成方法）,1,0,"《工夫したところ》
＊getCommandの戻り値はnullになることがある（plugin.ymlに定義されていない場合）ため、Objects.requireNonNullを頭につけて例外処理した
＊private Main mainのmainは再代入されることがないのでfinalをつけた
＊ランダムでレベルが設定されるようにした","#Java, #Minecraftプラグイン開発"
2025-04-12,Javaコース 中級 プラグイン開発編 Day3（コマンドの拡張）,0,45,,"#Java, #Minecraftプラグイン開発"
2025-04-12,Javaコース 中級 プラグイン開発編 Day4（コンソールコマンドの実行）,0,45,"《要点》
💡プレイヤーが実行するコマンドとコンソールコマンドはクラスを分ける！
→ローカルで実行していてプレイヤーは自分だけだからコンソールコマンドを使う機会はなさそうだけど、公開サーバーで使うなら悪質プレイヤーへの警告・ペナルティ・強制退場とか、リアルタイムイベントの開始/終了合図とかに使えそう","#Java, #Minecraftプラグイン開発"
2025-04-12,Javaコース 中級 プラグイン開発編 Day5（設定ファイルの読み取り）,1,30,"《メモ》
＊saveDefaultConfig()→config.ymlを新規作成
＊private Main mainでMainの機能をコマンドクラスに引き渡す
＊サーバーのconfig.ymlはInteliJ上のconfig.ymlのコピーのため、編集してもInteliJ上のconfig.ymlには反映されない","#Java, #Minecraftプラグイン開発"
2025-04-11,Javaコース 転職サポート編 Day2（自己分析の重要性）,0,30,,#就職活動
2025-04-11,Javaコース 転職サポート編 Day3（自己分析シート）,0,30,,#就職活動
2025-04-11,Javaコース 中級 プラグイン開発編 Day0（中級編を始める前に）,0,30,,"#Java, #Minecraftプラグイン開発"
2025-04-11,Javaコース 中級 プラグイン開発編 Day1（イベントの理解）,3,0,"《工夫したところ》
＊Joinしたときのメッセージなので、sendMessageではなくsetJoinMessageを使用
＊EntityPickupItemEventを使ってアイテムを拾ったときにメッセージが表示されるようにした
→実装したら追加できそうな機能の案が浮かんだので、膨らませていきたい！","#Java, #Minecraftプラグイン開発"
2025-04-10,Javaコース 初級 基礎編 Day23〜Day24（就職活動をスタートしよう！）,1,30,,#就職活動
2025-04-10,Javaコース（リスキリング） 総復習テスト（初級編）,0,15,,"#Java, #Git, #GitHub"
2025-04-10,Javaコース 転職サポート編 Day1（転職活動をはじめよう！）,0,30,履歴書&職務経歴書の作成に着手した。,#就職活動
2025-04-09,希望分野（領域）の検討,0,30,,#就職活動
2025-04-09,職務経歴書に書けそうな内容の検討,0,30,,#就職活動
2025-04-08,Javaコース 初級 基礎編 Day22（就職活動をはじめる前に）,2,15,,#就職活動
2025-04-08,Javaコース 初級 基礎編 Day23〜Day24（就職活動をスタートしよう！）（途中）,0,30,,#就職活動
2025-04-07,Javaコース 初級 基礎編 Day19の課題（サンプルプラグイン用のプロジェクトをpush）,0,30,,"#Git, #GitHub"
2025-04-07,Javaコース 初級 基礎編 Day20（GitHubの現場での使われ方、チーム開発するときに必要な知識）,0,15,,"#Git, #GitHub"
2025-04-07,Javaコース 初級 基礎編 Day21（GitHubでPR作成、Issueの使い方、GitHubの機能解説）,0,45,"《メモ》
＊git push origin HEADはカレントブランチを同名のリモートリポジトリにプッシュすること
＊マージ後もブランチは残る（不要なら自分で削除できる）","#Git, #GitHub"
2025-04-06,Javaコース 初級 基礎編 Day19（Gitコマンドの使い方）,0,45,"リモートリポジトリへの登録、ローカルリポジトリ上でのブランチのマージ、変更内容をリモートリポジトリへ反映が無事できた。

《苦労したところ》
＊HTTPS接続ではエラーが出てしまい、ユーザー設定、認証キャッシュのクリア、リモートリポジトリのURL確認などぐぐって出てきたものはひととおり試すも解決できず（昨日）
＊SSH接続に切り替え、Docsの手順に沿って&躓いたらその箇所をさらにぐぐるを繰り返して成功！（今日）","#Git, #GitHub"
2025-04-05,Javaコース 初級 基礎編 Day17（Git）,0,30,,#Git
2025-04-05,Javaコース 初級 基礎編 Day18（GitHubのアカウントの作成とプロジェクトの作成）,0,30,,#GitHub
2025-04-05,Javaコース 初級 基礎編 Day19（Gitコマンドの使い方）（途中）,2,0,リモートリポジトリへの反映が上手くできずトライ&エラー中🤔 もう少し自分で調べて頑張ってみたい。それでもだめなら質問する！,"#Git, #GitHub"
2025-04-04,Javaコース 初級 基礎編 Day12（入出力処理）,0,30,"《工夫したところ》
初級Day12課題
＊チャット欄はすでに使用していたので、.spigot().sendMessage(ChatMessageType.ACTION_BAR)でアクションバーに表示
＊通常は「たーまやー！」と表示し、3のつく回数のときだけ「かーぎやー！」と表示","#Java, #Minecraftプラグイン開発"
2025-04-04,Javaコース 初級 基礎編 Day13（クラス、インターフェース、メソッド、継承、多態性）,0,45,"《要点》
💡クラス名とファイル名は一致する必要がある

《メモ》
＊アクセス修飾子：
・publicはありとあらゆるところからアクセス可能
・privateはそのクラスの中からしかアクセスできない
・publicを消す=package private、同一パッケージ内であればアクセス可能
＊単一責任の原則：ひとつのクラスにはひとつの役割を持たせる
＊引数の型/数が違う場合には同じメソッド名が使える（オーバーロード）","#Java, #Minecraftプラグイン開発"
2025-04-04,Javaコース 初級 基礎編 Day14（例外処理）,0,45,"《メモ》
＊Exception（検査例外）→例外処理が必要
＊RuntimeException（非検査例外）：Java自身が出す例外→チェック不要
＊Error（エラー）→どうしようもない","#Java, #Minecraftプラグイン開発"
2025-04-04,Javaコース 初級 基礎編 Day15（正規表現）,0,30,,"#Java, #Minecraftプラグイン開発"
2025-04-04,Javaコース 初級 基礎編 Day16（IntelliJの便利な機能やよく使う操作）,0,30,,#Java
2025-04-03,Javaコース 初級 基礎編 Day9（繰り返し、配列、拡張for文、List、Map）,1,30,"《メモ》
＊Javaでは配列はあまり使わない（使い勝手が悪い）

《工夫したところ》
初級Day9課題：
＊colorListをtypeListに変更してループ
＊BukkitRunnableを使って遅延処理
＊player.sendMessageでチャット欄にメッセージを表示
＊前回の続きとしてnextProbablePrime を使いたかったので、subtractで次の花火までの回数を算出して表示","#Java, #Minecraftプラグイン開発"
2025-04-03,Javaコース 初級 基礎編 Day10（StreamAPIとラムダ式）,1,0,"《要点》
💡自分でコードが書けるかよりも、自分が実現したいことを、ツール等を組み合わせた結果として書ける、ということが大事！","#Java, #Minecraftプラグイン開発"
2025-04-03,Javaコース 初級 基礎編 Day11（変数、値の取り扱い、簡単な計算）,0,45,"《要点》
💡変数名等の変更は「リファクタリング＞名前の変更」で行う（誤入力等によるバグ防止）","#Java, #Minecraftプラグイン開発"
2025-04-02,Javaコース 初級 基礎編 Day6（ChatGPTの活用方法）,1,15,,#Java
2025-04-02,Javaコース 初級 基礎編 Day7（基本型、標準API）,0,45,"＊プリミティブ型にはnullは入らない
＊正確な値を計算したい場合はBigDecimal型を使う
＊型を変換することをキャストという

《メモ》
＊BigInteger型はaddメソッドで加算","#Java, #Minecraftプラグイン開発"
2025-04-02,Javaコース 初級 基礎編 Day8（条件分岐）,1,0,"＊if文の中にif文を書く（ネストする）のは危険⚠️ バグが生まれやすいのでなるべく避ける
＊switch文は新しい書き方（->）で書く

《メモ》
＊isProbbablePrimeメソッドで素数判定
＊nextProbablePrimeの使いどころに悩み、今回の課題では使用できなかった","#Java, #Minecraftプラグイン開発"
2025-04-01,Javaコース 初級 基礎編 Day4の課題（家とベッドを作成し、リスポーン地を再設定）,1,0,,"#Java, #Minecraftプラグイン開発"
2025-04-01,Javaコース 初級 基礎編 Day5（サンプルプラグインの導入）,2,45,"《メモ》
＊pluginのMainメソッドはマイクラ本体にある
＊IntelliJでコードの中身（階層コード）を見るときは⌘+B

《工夫したところ》
＊pluginの新規プロジェクト作成時、ひとつ前のバージョンまでしか選択できなかったため、そのバージョンに合わせてマイクラ&サーバーのバージョンを変更した","#Java, #Minecraftプラグイン開発"
